ID;CodigoPrograma;GradoMinimo;GradoMaximo;Estado;NoAnual;Dias;Transporte;TipoPago;Precio;Seguro;SeguroCancelado;PorcentajeSeguro;PagoCancelado;Chaperones;LineaPobreza;Region;SegmentoCRM;TipoEscuela;ReunionPadres;MenorGradoEscuela;MayorGrado Escuela;TotalAlumnosEscuela;NivelIngresos;PagoFacil;ApoyoOficial;TipoPrograma;NuevoExistente;ParticipantesPago;TotalIngreso;Reuniones;DiasPrimeraReunion;DiasUltimaReunion;TipoGradoMinimo;TipoGradoMaximo;MesPartida;CodigoAgregacionPrograma;MismoGrado;ParticipantesEstudiantado;RatioPago;Tamano;Retenidos2020
2089;HD;7;8;MN;1;4;A;FR;1499;13;1;0.542;3;1;B;Other;10;PUBLIC;1;4;7;430;H;0.292;0;East Coast;EXISTING;24;1499;2;448;274;Middle;Middle;June;H;0;0.055813953;0.96;S-M;0
2090;HD;8;8;IA;0;4;A;NA;1596;36;7;0.75;7;3;A;Other;10;PUBLIC;1;7;8;750;M;0.479;0;East Coast;EXISTING;48;1596;1;286;286;Middle;Middle;June;H;1;0.064;0.941176471;M-L;1
2091;HD;8;8;MI;0;4;A;NA;1318;8;0;0.571;1;1;B;Other;10;PUBLIC;1;6;8;620;L;0.786;0;East Coast;NEW;14;1318;2;399;238;Middle;Middle;June;H;1;0.022580645;0.933333333;M-L;0
2092;HD;8;8;TX;0;4;A;NA;1600;13;3;1;5;1;C;Dallas;10;PUBLIC;1;7;8;693;L;0.154;0;East Coast;NEW;13;1600;2;390;271;Middle;Middle;June;H;1;0.018759019;0.928571429;M-L;0
2093;HN;9;12;TX;0;4;A;NA;2074;7;3;0.875;2;1;B;Dallas;8;PUBLIC;1;9;12;890;L;0.25;0;East Coast;NEW;8;2074;1;260;260;High;High;June;H;0;0.008988764;0.888888889;L;0
2094;HN;9;12;TX;1;4;A;NA;2184;9;0;0.9;1;1;B;Houston;8;PUBLIC;1;9;12;300;I;0.3;0;East Coast;NEW;10;2184;2;404;232;High;High;June;H;0;0.033333333;0.909090909;S;0
2095;ST;9;9;MD;0;4;A;NA;1476;1;0;0.167;0;1;;Other;7;CHD;0;PK;12;250;L;0;0;Science;EXISTING;6;1476;0;NA;NA;High;High;June;S;1;0.024;0.857142857;S;0
2096;HD;8;8;TX;0;4;A;NA;1584;6;0;0.857;1;1;C;Houston;1;PUBLIC;1;PK;8;304;F;0.429;0;East Coast;EXISTING;7;1584;1;82;82;Middle;Middle;June;H;1;0.023026316;0.875;S;1
2097;HD;5;6;AR;0;4;A;NA;1722;3;3;0.5;3;1;B;Other;4;PUBLIC;1;5;6;783;J;0.5;0;East Coast;EXISTING;6;1722;1;250;250;Elementary;Middle;June;H;0;0.007662835;0.857142857;M-L;1
2098;HD;7;8;AR;0;4;A;NA;1552;9;0;0.818;1;1;B;Other;5;PUBLIC;1;6;8;425;J;0.273;0;East Coast;NEW;11;1552;1;266;266;Middle;Middle;June;H;0;0.025882353;0.916666667;S-M;0
2099;HD;7;7;CA;0;4;A;NA;1879;15;5;0.625;9;2;;Northern California;5;Catholic;0;PK;8;350;Q;0.417;0;East Coast;EXISTING;24;1879;0;NA;NA;Middle;Middle;June;H;1;0.068571429;0.923076923;S-M;1
2100;HD;8;8;WI;0;4;A;NA;1286;12;0;0.6;2;1;B;Other;10;PUBLIC;1;5;8;442;N;0.35;0;East Coast;EXISTING;20;1286;1;272;272;Middle;Middle;June;H;1;0.045248869;0.952380952;S-M;1
2101;HD;7;8;TX;0;4;A;NA;1552;7;2;0.778;3;1;B;Dallas;10;PUBLIC;1;7;8;812;O;0.444;0;East Coast;NEW;9;1552;1;264;264;Middle;Middle;June;H;0;0.011083744;0.9;L;1
2102;ST;6;8;MN;0;4;A;NA;1411;23;3;0.719;4;3;;Other;7;CHD;0;;NA;;;0.344;0;Science;NEW;32;1411;0;NA;NA;Middle;Middle;June;S;0;NA;0.914285714;;1
2103;HD;6;6;TX;0;4;A;NA;1728;7;1;0.583;2;1;C;Dallas;4;PUBLIC;1;K;6;761;H;0;0;East Coast;NEW;12;1728;2;245;194;Middle;Middle;June;H;1;0.015768725;0.923076923;M-L;1
2104;HD;8;8;MI;0;4;A;NA;1359;18;1;0.857;2;1;B;Other;10;PUBLIC;1;5;8;560;I;0.095;0;East Coast;NEW;21;1359;1;229;229;Middle;Middle;June;H;1;0.0375;0.954545455;S-M;0
2105;HN;9;12;TX;0;4;A;NA;2000;11;3;0.786;8;1;C;Houston;8;PUBLIC;1;9;12;657;Z;0.071;0;East Coast;NEW;14;2000;1;222;222;High;High;June;H;0;0.02130898;0.933333333;M-L;0
2106;ST;6;8;TX;0;4;A;NA;1658;7;1;0.875;1;1;C;Dallas;7;PUBLIC;1;6;8;310;E;0;0;Science;NEW;8;1658;1;217;217;Middle;Middle;June;S;0;0.025806452;0.888888889;S;0
2107;ST;5;8;IL;0;4;A;NA;1474;4;1;0.667;1;1;A;Other;7;PUBLIC;1;5;8;400;M;0.5;0;Science;EXISTING;6;1474;1;209;209;Elementary;Middle;June;S;0;0.015;0.857142857;S-M;1
2108;HD;7;8;TX;1;5;A;NA;1799;12;10;1;12;4;B;Houston;8;PUBLIC;1;9;12;525;Z;0.25;0;East Coast;EXISTING;12;1799;1;242;242;Middle;Middle;June;H;0;0.022857143;0.75;S-M;0
2109;HD;NA;NA;CA;0;5;A;NA;1774;5;2;0.714;2;1;C;Northern California;10;PUBLIC;1;PK;8;175;K;0.143;0;East Coast;NEW;7;1774;1;188;188;Undefined;Undefined;June;H;0;0.04;0.875;S;1
2110;HD;5;8;CA;1;5;A;NA;1970;3;2;0.231;4;1;;Northern California;5;Catholic;1;K;8;273;M;0.692;0;East Coast;NEW;13;1970;2;475;273;Elementary;Middle;June;H;0;0.047619048;0.928571429;S;0
2111;HD;6;8;WA;1;5;A;NA;2232;18;4;0.6;9;2;B;Pacific Northwest;5;PUBLIC;1;6;8;914;M;0.2;0;East Coast;NEW;30;2232;2;453;264;Middle;Middle;June;H;0;0.032822757;0.9375;L;0
2112;HC;7;9;OR;0;5;A;NA;2307;3;4;0.6;7;1;C;Pacific Northwest;10;PUBLIC;1;K;8;190;C;0.4;0;East Coast;NEW;5;2307;2;483;278;Middle;High;June;H;0;0.026315789;0.833333333;S;0
2113;HD;6;8;CA;1;5;A;NA;1999;13;3;0.813;3;1;;Northern California;5;Catholic;1;K;8;211;P;0.063;0;East Coast;EXISTING;16;1999;1;279;279;Middle;Middle;June;H;0;0.075829384;0.941176471;S;0
2114;HD;8;8;WI;0;5;A;NA;1268;27;4;0.73;4;2;B;Other;10;PUBLIC;0;6;8;625;L;0.243;0;East Coast;EXISTING;37;1268;0;NA;NA;Middle;Middle;June;H;1;0.0592;0.948717949;M-L;1
2115;HD;8;8;MN;0;5;A;NA;1600;37;8;0.617;8;4;;Other;5;Catholic;1;K;8;638;P;0.333;0;East Coast;EXISTING;60;1600;1;259;259;Middle;Middle;June;H;1;0.094043887;0.9375;M-L;1
2116;HD;7;8;WA;0;5;A;NA;2021;5;0;0.5;0;1;B;Pacific Northwest;5;PUBLIC;1;PK;8;326;L;0.2;0;East Coast;EXISTING;10;2021;1;274;274;Middle;Middle;June;H;0;0.030674847;0.909090909;S;1
2117;HC;7;8;IN;0;5;A;NA;1888;8;26;0.533;34;3;D;Other;2;PUBLIC;1;7;8;400;B;0;0;East Coast;NEW;15;1888;1;651;651;Middle;Middle;June;H;0;0.0375;0.833333333;S-M;0
2118;HD;8;8;TX;0;5;A;NA;1707;6;4;0.6;10;1;D;Houston;1;PUBLIC;1;7;8;489;B;0.4;0;East Coast;EXISTING;10;1707;1;266;266;Middle;Middle;June;H;1;0.020449898;0.909090909;S-M;0
2119;HD;7;8;CA;0;5;A;NA;1889;5;9;0.417;9;1;C;Northern California;10;PUBLIC;1;K;8;469;J;0.083;0;East Coast;NEW;12;1889;1;286;286;Middle;Middle;June;H;0;0.025586354;0.923076923;S-M;1
2120;HD;7;8;CA;1;5;A;NA;2077;1;5;0.1;5;2;C;Northern California;10;PUBLIC;1;K;5;450;H;0;0;East Coast;EXISTING;10;2077;2;384;280;Middle;Middle;June;H;0;0.022222222;0.833333333;S-M;0
2121;HN;3;6;TX;1;5;A;FR;2392;9;1;0.75;1;1;B;Dallas;4;PUBLIC;1;K;6;605;O;0.667;0;East Coast;EXISTING;12;2392;2;623;278;Elementary;Middle;June;H;0;0.019834711;0.923076923;M-L;0
2122;HD;6;8;WA;0;5;A;NA;2028;2;6;0.4;22;1;D;Pacific Northwest;5;PUBLIC;1;6;8;667;E;0.2;0;East Coast;NEW;5;2028;1;272;272;Middle;Middle;June;H;0;0.007496252;0.833333333;M-L;0
2123;HD;7;8;CA;0;5;A;NA;2007;3;2;0.6;5;1;C;Northern California;10;PUBLIC;0;3;8;800;E;0.2;0;East Coast;NEW;5;2007;0;NA;NA;Middle;Middle;June;H;0;0.00625;0.833333333;M-L;0
2124;HN;7;12;TX;0;5;A;NA;2619;8;1;0.727;3;2;B;Houston;8;PUBLIC;1;9;12;988;K;0.182;0;East Coast;NEW;11;2619;1;273;273;Middle;High;June;H;0;0.011133603;0.846153846;L;0
2125;HD;6;8;CA;0;5;A;NA;1998;2;3;0.4;4;1;C;Northern California;5;PUBLIC;1;K;8;200;G;0;0;East Coast;NEW;5;1998;1;278;278;Middle;Middle;June;H;0;0.025;0.833333333;S;0
2126;HD;7;8;ID;0;5;A;NA;1998;3;0;1;0;1;C;Other;5;PUBLIC;1;6;8;316;D;0;0;East Coast;EXISTING;3;1998;1;259;259;Middle;Middle;June;H;0;0.009493671;0.75;S;0
2127;HD;8;8;CA;0;5;A;NA;2074;5;1;0.625;1;2;B;Southern California;5;PUBLIC;1;6;8;1200;J;0;0;East Coast;NEW;8;2074;2;251;250;Middle;Middle;June;H;1;0.006666667;0.8;L;1
2128;HN;7;8;CA;0;5;A;NA;2537;3;0;0.6;0;1;;Northern California;1;Catholic;1;PK;8;118;F;0;0;East Coast;NEW;5;2537;1;238;238;Middle;Middle;June;H;0;0.042372881;0.833333333;S;0
2129;HD;8;8;CA;0;5;A;NA;2074;3;2;0.5;3;1;D;Northern California;10;PUBLIC;1;7;8;911;H;0.167;0;East Coast;NEW;6;2074;1;245;245;Middle;Middle;June;H;1;0.006586169;0.857142857;L;0
2130;HC;8;8;CA;0;6;A;NA;2311;34;4;0.723;4;4;A;Northern California;5;PUBLIC;1;6;8;810;Q;0.298;0;East Coast;EXISTING;47;2311;1;256;256;Middle;Middle;June;H;1;0.058024691;0.921568627;M-L;1
2131;HD;8;8;CA;0;6;A;NA;2199;18;4;0.667;6;3;A;Northern California;5;PUBLIC;1;6;8;657;Q;0.37;0;East Coast;EXISTING;27;2199;1;259;259;Middle;Middle;June;H;1;0.04109589;0.9;M-L;1
2132;HD;8;8;MI;0;6;B;NA;993;24;2;0.828;7;2;B;Other;10;PUBLIC;1;6;8;288;J;0.345;0;East Coast;EXISTING;29;993;1;273;273;Middle;Middle;June;H;1;0.100694444;0.935483871;S;1
2133;IC;NA;NA;WI;0;11;A;NA;4199;1;0;0.067;3;3;;Other;8;Catholic;0;9;12;651;N;0.4;0;International;NEW;15;4199;0;NA;NA;Undefined;Undefined;June;I;0;0.023041475;0.833333333;M-L;0
2134;HD;8;8;OH;0;3;A;NA;1368;7;6;0.636;4;2;A;Other;5;PUBLIC;1;6;8;871;P;0.273;0;East Coast;EXISTING;11;1368;2;272;191;Middle;Middle;June;H;1;0.012629162;0.846153846;L;0
2135;HD;8;8;IL;0;3;A;FR;1140;6;1;0.75;1;1;A;Other;10;PUBLIC;1;6;8;628;O;0.25;0;East Coast;EXISTING;8;1140;1;274;274;Middle;Middle;June;H;1;0.012738854;0.888888889;M-L;1
2136;HD;7;7;WI;1;3;A;FR;1246;14;5;0.875;5;2;A;Other;10;PUBLIC;1;5;8;300;L;0.5;0;East Coast;EXISTING;16;1246;1;273;273;Middle;Middle;June;H;1;0.053333333;0.888888889;S;0
2137;HD;8;8;IA;0;3;A;NA;1245;16;2;0.64;2;1;B;Other;10;PUBLIC;1;6;8;465;L;0.2;0;East Coast;EXISTING;25;1245;1;268;268;Middle;Middle;June;H;1;0.053763441;0.961538462;S-M;1
2138;HS;NA;NA;CA;0;3;A;NA;794;1;0;0.125;1;1;;Southern California;11;CHD;1;PK;12;170;J;0;0;CA History;NEW;8;794;1;403;403;Undefined;Undefined;June;H;0;0.047058824;0.888888889;S;0
2139;HD;8;NA;IL;0;3;A;NA;1140;5;1;0.5;2;1;A;Other;10;PUBLIC;1;6;8;637;O;0.2;0;East Coast;EXISTING;10;1140;2;274;212;Middle;Undefined;June;H;0;0.015698587;0.909090909;M-L;1
2140;HG;5;5;NV;0;3;A;NA;848;15;2;0.833;4;1;B;Other;4;PUBLIC;0;K;5;759;P;0.444;0;CA History;NEW;18;848;0;NA;NA;Elementary;Elementary;June;H;1;0.023715415;0.947368421;M-L;1
2141;HD;8;8;WI;0;4;A;NA;1372;52;3;0.8;3;7;A;Other;10;PUBLIC;1;6;8;700;P1;0.446;0;East Coast;EXISTING;65;1372;2;273;266;Middle;Middle;June;H;1;0.092857143;0.902777778;M-L;1
2142;HD;8;8;WI;0;4;A;NA;1383;6;1;0.6;2;1;B;Other;10;PUBLIC;1;6;8;698;L;0.2;0;East Coast;EXISTING;10;1383;1;253;253;Middle;Middle;June;H;1;0.014326648;0.909090909;M-L;1
2143;HD;6;8;TX;0;4;A;FR;1678;5;0;0.625;0;1;C;Dallas;10;PUBLIC;1;6;8;872;J;0;0;East Coast;EXISTING;8;1678;2;272;265;Middle;Middle;June;H;0;0.009174312;0.888888889;L;1
2144;HC;7;8;TX;0;4;A;NA;1925;7;1;0.7;6;1;B;Dallas;10;PUBLIC;0;7;8;370;G;0.2;0;East Coast;EXISTING;10;1925;0;NA;NA;Middle;Middle;June;H;0;0.027027027;0.909090909;S-M;1
2145;HD;7;9;OR;1;5;A;NA;1998;6;8;0.546;9;1;C;Pacific Northwest;10;PUBLIC;1;1;8;82;G;0;0;East Coast;NEW;11;1998;1;259;259;Middle;High;June;H;0;0.134146341;0.916666667;S;0
2146;HD;8;8;MI;0;3;B;NA;831;29;3;0.427;5;5;A;Other;5;PUBLIC;1;8;9;1280;O;0.338;0;East Coast;EXISTING;68;831;1;268;268;Middle;Middle;June;H;1;0.053125;0.931506849;L;1
2147;HD;6;8;WA;1;5;A;NA;2529;5;0;0.625;0;3;E;Pacific Northwest;5;PUBLIC;0;K;8;180;P;0.25;0;East Coast;NEW;8;2529;0;NA;NA;Middle;Middle;June;H;0;0.044444444;0.727272727;S;0
2148;HD;7;8;WI;0;5;A;NA;1521;18;2;0.439;7;7;A;Other;10;PUBLIC;1;5;8;208;N;0.39;0;East Coast;NEW;41;1521;2;259;246;Middle;Middle;June;H;0;0.197115385;0.854166667;S;1
2149;HD;4;5;ID;0;5;A;NA;2061;4;1;0.444;2;2;B;Other;4;PUBLIC;1;K;5;432;M;0.222;0;East Coast;EXISTING;9;2061;1;265;265;Elementary;Elementary;June;H;0;0.020833333;0.818181818;S-M;1
2150;HVP;6;12;KY;0;5;B;NA;449;15;5;0.484;8;2;;Other;1;CHD;1;PK;12;148;A;0.194;0;East Coast;NEW;31;449;1;274;274;Middle;High;June;H;0;0.209459459;0.939393939;S;0
2151;HD;5;6;NV;1;6;A;FR;2260;6;0;0.333;0;2;;Other;4;CHD;1;K;6;179;A;0.222;0;East Coast;EXISTING;18;2260;1;275;275;Elementary;Middle;June;H;0;0.100558659;0.9;S;0
2152;HC;6;12;OR;0;5;A;NA;2426;8;3;0.615;5;1;;Pacific Northwest;7;PUBLIC;1;;NA;;;0.077;0;East Coast;EXISTING;13;2426;1;258;258;Middle;High;June;H;0;NA;0.928571429;;0
2153;HD;7;9;CA;0;6;A;NA;1985;13;15;0.419;23;2;D;Northern California;10;PUBLIC;1;7;8;907;J;0.097;0;East Coast;NEW;31;1985;2;377;279;Middle;High;June;H;0;0.034178611;0.939393939;L;0
2154;HD;8;8;WI;0;6;B;FR;1173;5;3;0.128;5;4;B;Other;1;PUBLIC;1;6;8;698;G;0.18;0;East Coast;EXISTING;39;1173;2;274;267;Middle;Middle;June;H;1;0.055873926;0.906976744;M-L;1
2155;SC;7;9;OR;0;7;A;NA;2469;9;1;0.692;3;1;C;Pacific Northwest;7;PUBLIC;1;7;8;300;F;0.231;0;Costa Rica;NEW;13;2469;1;272;272;Middle;High;June;S;0;0.043333333;0.928571429;S;0
2156;HS;4;4;CA;0;1;A;FR;385;75;5;0.552;5;5;C;Southern California;4;PUBLIC;1;K;5;630;Q;0.132;1;CA History;EXISTING;136;385;1;259;259;Elementary;Elementary;June;H;1;0.215873016;0.964539007;M-L;1
2157;HD;7;8;MI;0;3;A;NA;1080;39;6;0.661;5;4;B;Other;10;PUBLIC;1;6;8;711;L;0.356;0;East Coast;EXISTING;59;1080;1;267;267;Middle;Middle;June;H;0;0.082981716;0.936507937;M-L;1
2158;HVP;6;8;NY;0;3;B;NA;369;16;10;0.41;12;3;C;Other;10;PUBLIC;0;6;7;210;P3;0.026;0;East Coast;NEW;39;369;0;NA;NA;Middle;Middle;June;H;0;0.185714286;0.928571429;S;0
2159;HD;7;8;TX;0;4;A;NA;1656;14;1;0.875;5;2;C;Dallas;10;PUBLIC;1;7;8;510;B;0.188;0;East Coast;NEW;16;1656;1;238;238;Middle;Middle;June;H;0;0.031372549;0.888888889;S-M;1
2160;SK;8;8;IN;1;5;A;NA;1781;13;4;0.619;4;2;B;Other;6;PUBLIC;1;7;8;1420;M;0.381;0;Science;EXISTING;21;1781;2;394;274;Middle;Middle;June;S;1;0.014788732;0.913043478;L;0
2161;HC;7;8;WA;0;5;A;NA;2362;9;4;0.75;5;1;B;Pacific Northwest;5;PUBLIC;1;6;8;640;E;0.25;0;East Coast;EXISTING;12;2362;1;259;259;Middle;Middle;June;H;0;0.01875;0.923076923;M-L;0
2162;HC;5;6;TX;0;5;A;NA;2278;1;2;0.25;5;2;C;Dallas;4;PUBLIC;1;PK;6;456;K;0.5;0;East Coast;EXISTING;4;2278;1;280;280;Elementary;Middle;June;H;0;0.00877193;0.666666667;S-M;1
2163;SK;6;9;MN;1;5;A;NA;1988;3;0;0.375;0;1;A;Other;6;PUBLIC;1;6;8;1082;Q;0.375;0;Science;EXISTING;8;1988;1;255;255;Middle;High;June;S;0;0.007393715;0.888888889;L;0
2164;HD;8;8;NV;0;5;A;NA;1929;6;3;0.462;7;1;B;Other;5;PUBLIC;1;6;8;586;K;0.077;0;East Coast;NEW;13;1929;2;408;275;Middle;Middle;June;H;1;0.0221843;0.928571429;M-L;1
2165;HD;8;8;TX;0;5;A;FR;1757;8;2;0.5;4;2;C;Houston;10;PUBLIC;1;6;8;725;I;0.375;0;East Coast;EXISTING;16;1757;2;426;289;Middle;Middle;June;H;1;0.022068966;0.888888889;M-L;1
2166;HC;8;8;MO;0;5;A;NA;2050;9;9;0.9;9;2;B;Other;5;PUBLIC;1;7;8;831;M;0.3;0;East Coast;EXISTING;10;2050;2;290;266;Middle;Middle;June;H;1;0.012033694;0.833333333;L;1
2167;SK;7;8;PA;1;5;A;NA;1821;27;3;0.711;3;3;;Other;4;CHD;1;K;8;516;N;0.237;0;Science;EXISTING;38;1821;1;275;275;Middle;Middle;June;S;0;0.073643411;0.926829268;S-M;0
2168;SK;7;8;MD;0;5;A;NA;1839;7;2;0.636;6;1;B;Other;6;PUBLIC;1;6;8;619;E;0.364;0;Science;EXISTING;11;1839;1;287;287;Middle;Middle;June;S;0;0.017770598;0.916666667;M-L;1
2169;SK;6;7;MD;0;5;A;NA;1839;2;4;0.286;5;1;B;Other;6;PUBLIC;1;PK;8;667;F;0;0;Science;EXISTING;7;1839;1;287;287;Middle;Middle;June;S;0;0.010494753;0.875;M-L;1
2170;SK;6;8;CA;1;5;A;NA;2074;2;3;0.4;5;1;E;Northern California;4;PUBLIC;1;K;8;453;M;0.4;0;Science;NEW;5;2074;1;281;281;Middle;Middle;June;S;0;0.011037528;0.833333333;S-M;0
2171;SK;6;8;MD;0;5;A;NA;1914;3;0;0.5;1;1;B;Other;6;PUBLIC;1;6;8;601;E;0;0;Science;NEW;6;1914;1;247;247;Middle;Middle;June;S;0;0.009983361;0.857142857;M-L;0
2172;HD;NA;NA;GA;0;6;A;SA;1659;0;0;0;1;0;;Other;7;CHD;0;;NA;;;0;0;East Coast;NEW;51;1659;0;NA;NA;Undefined;Undefined;June;H;0;NA;1;;0
2173;HN;7;8;WI;0;3;A;NA;1747;10;4;0.667;10;1;A;Other;10;PUBLIC;1;7;8;811;O;0.2;0;East Coast;EXISTING;15;1747;1;269;269;Middle;Middle;June;H;0;0.018495684;0.9375;M-L;1
2174;HD;8;8;MI;0;5;B;NA;867;27;4;0.643;7;2;B;Other;10;PUBLIC;1;7;8;500;I;0.381;0;East Coast;EXISTING;42;867;2;241;30;Middle;Middle;June;H;1;0.084;0.954545455;S-M;1
2175;HD;8;8;OH;0;4;B;CP;729;16;4;0.615;5;2;B;Other;10;PUBLIC;0;6;8;400;I;0.154;0;East Coast;EXISTING;26;729;0;NA;NA;Middle;Middle;June;H;1;0.065;0.928571429;S-M;1
2176;HVP;8;8;MI;0;5;B;NA;457;24;2;0.632;3;2;B;Other;10;PUBLIC;1;6;12;439;J;0.316;0;East Coast;EXISTING;38;457;1;262;262;Middle;Middle;June;H;1;0.086560364;0.95;S-M;1
2177;HD;7;8;CA;0;5;A;NA;1988;14;0;0.56;1;2;B;Southern California;5;PUBLIC;1;7;8;1226;P;0.32;0;East Coast;EXISTING;25;1988;2;367;268;Middle;Middle;June;H;0;0.020391517;0.925925926;L;1
2178;HD;7;8;OR;0;5;A;NA;1918;4;3;0.2;10;2;B;Pacific Northwest;5;PUBLIC;1;6;8;548;F;0.1;0;East Coast;NEW;20;1918;1;241;241;Middle;Middle;June;H;0;0.03649635;0.909090909;S-M;0
2179;HC;7;8;CA;0;5;A;NA;2397;9;1;0.692;3;1;B;Northern California;5;PUBLIC;1;6;8;676;P;0.154;0;East Coast;EXISTING;13;2397;1;263;263;Middle;Middle;June;H;0;0.019230769;0.928571429;M-L;1
2180;HC;NA;NA;WA;0;7;A;NA;2867;46;19;0.697;18;11;A;Pacific Northwest;5;PUBLIC;1;6;8;957;P;0.409;0;East Coast;EXISTING;66;2867;1;247;247;Undefined;Undefined;June;H;0;0.068965517;0.857142857;L;1
2181;HC;8;8;OR;0;7;A;NA;2622;4;4;0.571;4;1;;Pacific Northwest;10;CHD;1;PK;12;320;G;0.571;0;East Coast;EXISTING;7;2622;1;260;260;Middle;Middle;June;H;1;0.021875;0.875;S;1
2182;HC;8;8;OR;0;7;A;NA;2622;7;4;0.368;3;1;;Pacific Northwest;10;CHD;1;PK;8;129;J;0.263;0;East Coast;EXISTING;19;2622;1;288;288;Middle;Middle;June;H;1;0.147286822;0.95;S;1
2183;HD;8;8;OR;0;7;A;NA;2399;11;3;0.846;3;1;;Pacific Northwest;5;Catholic;1;K;8;223;Q;0.769;0;East Coast;EXISTING;13;2399;1;267;267;Middle;Middle;June;H;1;0.058295964;0.928571429;S;1
2184;HD;12;12;FL;0;6;A;SA;2150;0;0;0;2;0;;Other;7;PUBLIC;0;;NA;;;0;0;East Coast;EXISTING;32;2150;0;NA;NA;High;High;June;H;1;NA;1;;0
2185;SM;8;9;MN;0;4;A;NA;1768;3;0;0.75;2;1;C;Other;8;PUBLIC;0;7;12;450;G;0.25;1;Science;NEW;4;1768;0;NA;NA;Middle;High;June;S;0;0.008888889;0.8;S-M;0
2186;HD;6;8;CA;0;4;A;NA;1632;1;4;0.5;4;1;C;Southern California;10;PUBLIC;1;K;5;606;I;0.5;0;East Coast;EXISTING;2;1632;2;424;263;Middle;Middle;June;H;0;0.00330033;0.666666667;M-L;0
2187;SM;6;8;NC;0;4;A;NA;1811;2;4;0.25;3;1;B;Other;7;PUBLIC;1;6;8;366;F;0.25;0;Science;NEW;8;1811;1;235;235;Middle;Middle;June;S;0;0.021857923;0.888888889;S-M;1
2188;HD;8;8;CA;0;5;A;NA;2133;40;4;0.714;9;4;B;Southern California;5;PUBLIC;1;7;8;1060;Q;0.304;0;East Coast;EXISTING;56;2133;1;255;255;Middle;Middle;June;H;1;0.052830189;0.933333333;L;1
2189;HD;8;8;WA;0;5;A;NA;1595;24;10;0.667;13;5;C;Pacific Northwest;5;PUBLIC;1;8;9;683;J;0.194;0;East Coast;EXISTING;36;1595;1;269;269;Middle;Middle;June;H;1;0.052708638;0.87804878;M-L;1
2190;HC;8;8;CA;0;5;A;NA;2269;17;4;0.586;5;4;A;Southern California;5;CHD;0;6;8;;P;0.207;0;East Coast;EXISTING;29;2269;0;NA;NA;Middle;Middle;June;H;1;NA;0.878787879;;1
2191;HD;8;8;WA;0;5;A;NA;2049;2;0;0.4;2;1;B;Pacific Northwest;5;PUBLIC;1;6;8;505;I;0.6;0;East Coast;EXISTING;5;2049;2;418;260;Middle;Middle;June;H;1;0.00990099;0.833333333;S-M;1
2192;HD;6;8;CA;1;5;A;NA;2005;8;5;0.571;6;1;C;Southern California;5;PUBLIC;1;K;8;752;J;0.214;0;East Coast;NEW;14;2005;2;388;263;Middle;Middle;June;H;0;0.018617021;0.933333333;M-L;0
2193;HD;6;8;WA;0;5;A;FR;2074;5;2;1;4;1;C;Pacific Northwest;5;PUBLIC;1;6;8;465;J;0;0;East Coast;NEW;5;2074;1;233;233;Middle;Middle;June;H;0;0.010752688;0.833333333;S-M;0
2194;HD;6;12;WA;0;5;A;NA;2017;3;0;0.3;0;1;B;Pacific Northwest;10;PUBLIC;1;K;12;119;I;0.2;0;East Coast;NEW;10;2017;1;395;395;Middle;High;June;H;0;0.084033613;0.909090909;S;0
2195;HC;9;12;WA;0;5;A;NA;2255;1;4;0.25;5;1;C;Pacific Northwest;8;PUBLIC;1;9;12;313;J;0;0;East Coast;NEW;4;2255;1;257;257;High;High;June;H;0;0.012779553;0.8;S;0
2196;HD;6;8;WA;0;5;A;NA;2224;10;0;0.714;0;1;B;Pacific Northwest;5;PUBLIC;1;6;8;75;J;0.357;0;East Coast;NEW;14;2224;2;394;282;Middle;Middle;June;H;0;0.186666667;0.933333333;S;0
2197;SM;7;8;WI;1;5;A;NA;1979;6;0;0.857;0;1;B;Other;8;PUBLIC;1;7;12;200;M;0.286;0;Science;EXISTING;7;1979;2;477;261;Middle;Middle;June;S;0;0.035;0.875;S;0
2198;SM;7;7;KS;0;5;A;NA;2184;4;0;0.571;1;1;C;Other;7;PUBLIC;1;6;8;450;E;0.286;0;Science;EXISTING;7;2184;1;282;282;Middle;Middle;June;S;1;0.015555556;0.875;S-M;0
2199;HD;6;7;WA;0;5;A;NA;1950;3;1;0.75;1;1;B;Pacific Northwest;5;PUBLIC;1;6;8;464;H;0.5;0;East Coast;NEW;4;1950;1;247;247;Middle;Middle;June;H;0;0.00862069;0.8;S-M;0
2200;HC;8;8;WA;0;6;A;NA;2424;12;0;0.6;0;1;B;Pacific Northwest;5;PUBLIC;1;6;8;444;I;0.25;0;East Coast;EXISTING;20;2424;1;270;270;Middle;Middle;June;H;1;0.045045045;0.952380952;S-M;1
2201;HD;8;8;CA;0;6;A;NA;2099;10;4;0.526;4;3;C;Southern California;5;PUBLIC;1;6;8;1500;N;0.158;0;East Coast;EXISTING;19;2099;1;255;255;Middle;Middle;June;H;1;0.012666667;0.863636364;L;1
2202;HD;8;8;CA;0;6;A;NA;2049;18;3;0.5;5;5;B;Northern California;5;PUBLIC;1;7;8;1030;P;0.361;0;East Coast;EXISTING;36;2049;1;269;269;Middle;Middle;June;H;1;0.034951456;0.87804878;L;1
